iter	Logloss
0	0.659518916
1	0.6213005504
2	0.5797016033
3	0.5582231621
4	0.5409228034
5	0.5221100071
6	0.5088543628
7	0.4882716084
8	0.4794679019
9	0.4555086979
10	0.4411697
11	0.4194639657
12	0.4099242869
13	0.3911708209
14	0.3849809435
15	0.3777634367
16	0.3682961696
17	0.3589014083
18	0.3522245302
19	0.3456954093
20	0.327592496
21	0.3223591666
22	0.3103514494
23	0.3098426872
24	0.2960458503
25	0.2891235666
26	0.2885891362
27	0.2823735724
28	0.2814044157
29	0.2712143657
30	0.2655331228
31	0.2564383784
32	0.2525532806
33	0.2437545636
34	0.2349910223
35	0.2282287496
36	0.2222978703
37	0.2173463788
38	0.2101508459
39	0.2022242926
40	0.1984949306
41	0.1864162331
42	0.1773697054
43	0.1699394992
44	0.1655855756
45	0.159775787
46	0.1574056199
47	0.1535998439
48	0.151736461
49	0.146533628
50	0.1425840901
51	0.1387086459
52	0.1343957216
53	0.1306077677
54	0.1273339941
55	0.1246163062
56	0.121112538
57	0.1190557993
58	0.1174610599
59	0.1168621186
60	0.1144797676
61	0.1127120488
62	0.1090151094
63	0.1051488747
64	0.1013535038
65	0.1006690098
66	0.09679772193
67	0.09569490637
68	0.09131975421
69	0.0887023733
70	0.08668329201
71	0.08576921311
72	0.08406878405
73	0.08396110712
74	0.08154180838
75	0.08024562757
76	0.07937130256
77	0.07700327516
78	0.0754490784
79	0.07383174893
80	0.07309205938
81	0.07095367942
82	0.06986328313
83	0.0690752571
84	0.06791769459
85	0.06704826915
86	0.06569464704
87	0.06443263373
88	0.06341505952
89	0.06180787699
90	0.06045836402
91	0.05915535285
92	0.05812486004
93	0.05613956961
94	0.05517304136
95	0.05454155366
96	0.05368446969
97	0.05304223362
98	0.05160196435
99	0.05054975091
100	0.04870379499
101	0.0476353572
102	0.04682077309
103	0.04611939737
104	0.04511665227
105	0.04455940993
106	0.04327180113
107	0.04240444025
108	0.04178902817
109	0.04126337314
110	0.04108834426
111	0.04059626415
112	0.04039454374
113	0.03992838372
114	0.0392100182
115	0.03874625333
116	0.03783715131
117	0.03700152114
118	0.03656405522
119	0.03640681341
120	0.03595387234
121	0.03544697229
122	0.03506190103
123	0.03466677784
124	0.03425127638
125	0.03409061745
126	0.03355903936
127	0.03321984623
128	0.03287551571
129	0.03258950131
130	0.03220386424
131	0.03174821368
132	0.03131227543
133	0.03111665398
134	0.0305143681
135	0.03036190851
136	0.02968831859
137	0.029108909
138	0.02881409923
139	0.0285990767
140	0.02823429587
141	0.0278513057
142	0.02715970325
143	0.02684048328
144	0.02665883888
145	0.02631914661
146	0.02577267109
147	0.02560439175
148	0.02493311543
149	0.02473813097
150	0.02440400726
151	0.02409556547
152	0.0234578708
153	0.02314798159
154	0.02295191992
155	0.02272945509
156	0.02259428282
157	0.02240396486
158	0.02221106285
159	0.02188683426
160	0.02162053421
161	0.0212929826
162	0.02109346436
163	0.02091553295
164	0.02081753752
165	0.02069479615
166	0.02046641528
167	0.02030081166
168	0.0202014622
169	0.0199574694
170	0.01969288778
171	0.01953280513
172	0.01930544711
173	0.01922945897
174	0.01912415289
175	0.01904854604
176	0.01877373919
177	0.01866018679
178	0.01826925049
179	0.01817120035
180	0.01807964177
181	0.01791245893
182	0.01763240917
183	0.01747461869
184	0.01730983964
185	0.01708889182
186	0.01685736143
187	0.01667406483
188	0.01652928945
189	0.01649945383
190	0.01647745174
191	0.01647669021
192	0.0164182083
193	0.01626589542
194	0.01609977035
195	0.01602806447
196	0.0159828051
197	0.01575564069
198	0.01575562026
199	0.01555563011
